pid,Academic_performance,Chinese_score,Math_score,Province,P_StopTV,P_Discuss,P_Supervising,P_Check_homework,C_Work_hard,C_Check_homwork,C_Self_discipline,C_Focus,Extra_tutorial_fee,Household_income_total,F_Edu_level,M_Edu_level,Household_type_Urban,Gender_Male,Edu_level_Junior,Edu_level_Primary,Keyschool_Yes,Keyclass_Yes,C_Attend_extra_tourial_or_not_Yes
311977105,2,2,1,上海市,4,3,4,3,2,2,2,2,1,6,4,4,1,1,1,0,0,0,0
311986502,5,3,3,上海市,4,4,5,5,3,3,2,4,1,6,1,3,1,0,0,1,0,0,0
311987105,5,2,4,上海市,5,5,5,1,4,4,2,2,8,6,5,5,1,0,1,0,0,0,1
311993105,4,2,3,上海市,1,1,5,1,2,2,2,2,8,6,4,4,1,1,1,0,0,0,0
311994105,1,1,1,上海市,1,1,2,1,5,2,5,5,1,5,3,3,1,1,1,0,0,0,0
312002107,6,3,4,上海市,4,3,5,5,4,2,2,2,8,6,6,6,1,1,0,1,0,0,0
312004401,3,2,2,上海市,2,3,4,5,4,2,2,4,7,6,6,5,1,0,0,1,0,0,0
312036431,5,2,4,上海市,5,4,5,2,2,2,4,5,1,6,3,4,0,1,1,0,0,0,0
312059401,6,4,3,上海市,1,4,5,5,4,2,2,4,1,6,6,5,1,0,0,1,0,0,0
312072401,7,4,4,上海市,5,4,5,5,2,2,2,2,6,6,6,5,1,0,0,1,0,0,0
312082105,2,2,1,上海市,5,2,5,5,4,1,4,4,1,6,3,2,0,0,0,1,0,0,0
312096107,5,4,2,上海市,5,5,5,5,4,2,4,3,7,6,5,5,1,0,0,1,0,0,1
312109105,3,2,2,上海市,4,3,4,2,2,4,4,2,6,6,3,3,1,1,1,0,0,0,0
312134103,3,3,1,上海市,4,4,4,3,2,2,2,2,7,6,4,3,0,0,1,0,0,0,1
312137105,2,1,2,上海市,4,3,4,4,2,2,2,2,7,6,5,3,0,1,0,1,0,0,0
312144107,4,2,3,上海市,3,5,4,4,2,2,4,4,1,6,4,5,0,1,1,0,0,0,0
312157103,3,2,2,上海市,4,4,4,4,4,4,4,4,8,6,5,4,0,1,1,0,0,0,1
312173105,7,4,4,上海市,4,3,4,5,4,4,4,4,7,6,5,5,1,0,0,1,1,1,1
312203104,4,2,3,上海市,3,3,5,5,2,4,4,2,8,6,3,3,1,1,0,1,0,0,1
312227103,6,4,3,上海市,5,5,5,1,4,2,4,4,7,6,4,4,1,0,1,0,1,0,1
312230103,3,2,2,上海市,4,3,4,4,4,2,2,2,1,6,7,6,1,0,0,1,0,0,0
312231104,5,3,3,上海市,4,3,5,5,2,1,4,2,6,6,5,6,1,0,0,1,0,0,1
312237401,7,4,4,上海市,5,5,5,5,5,5,5,4,8,6,5,6,1,0,0,1,0,0,1
312268104,7,4,4,上海市,5,5,5,5,4,4,4,5,1,6,3,4,1,0,0,1,0,0,0
312292105,4,2,3,上海市,4,4,4,5,4,4,4,4,1,6,6,5,1,1,1,0,0,0,0
312326106,7,4,4,上海市,3,4,2,5,5,3,3,2,7,6,6,6,1,1,0,1,0,0,1
312332103,5,3,3,上海市,2,4,4,4,2,4,4,2,8,6,5,5,1,1,1,0,0,0,1
312366502,7,4,4,上海市,5,5,2,5,5,4,4,4,5,6,4,5,1,1,0,1,0,0,1
312394401,7,4,4,上海市,3,2,4,4,4,4,4,2,6,5,6,5,1,0,0,1,0,0,0
312396105,5,3,3,上海市,2,4,4,4,4,4,4,4,1,6,3,4,1,0,1,0,0,0,0
312399502,6,3,4,上海市,5,5,5,5,4,4,4,3,6,6,3,6,1,1,0,1,0,0,0
312454103,4,2,3,上海市,1,3,4,2,2,2,4,4,6,6,3,5,1,0,1,0,0,0,0
312465552,5,3,3,上海市,4,3,4,4,4,4,4,5,6,6,3,3,1,1,1,0,0,0,1
312466104,5,3,3,上海市,4,4,3,3,5,4,4,4,1,6,4,5,1,0,1,0,0,0,0
312466401,5,3,3,上海市,5,4,5,4,4,2,4,4,8,6,4,5,1,1,0,1,0,0,1
312498104,7,4,4,上海市,1,4,3,1,4,2,5,4,1,6,3,4,1,0,0,1,0,0,1
312510107,1,1,1,上海市,5,3,5,3,2,1,4,1,1,6,3,3,0,0,1,0,0,0,0
320018108,5,3,3,江苏省,4,2,5,5,2,2,2,2,6,6,3,3,1,0,0,1,0,0,1
320022105,7,4,4,江苏省,3,4,4,5,4,4,4,3,1,6,4,4,1,1,0,1,0,0,0
320029105,4,3,2,江苏省,1,2,4,5,4,4,4,4,1,6,3,3,1,1,0,0,0,0,0
320055105,3,1,3,江苏省,4,3,4,3,4,4,4,4,5,6,4,3,1,1,0,1,0,0,0
320061103,1,1,1,江苏省,2,4,4,1,2,2,2,2,1,5,2,3,1,1,1,0,0,0,0
320074105,6,4,3,江苏省,4,4,4,5,4,2,4,2,1,5,5,4,1,1,0,1,0,0,0
320113401,6,3,4,江苏省,4,4,4,4,5,4,4,5,1,5,3,3,0,0,0,1,0,0,0
320122105,3,2,2,江苏省,5,2,2,1,4,4,4,4,6,5,3,5,0,0,1,0,1,0,1
320128105,3,2,2,江苏省,4,4,4,4,4,4,4,4,1,5,3,2,0,0,0,1,0,0,0
320128106,3,2,2,江苏省,4,4,4,4,4,4,4,4,1,5,3,2,0,1,0,1,0,0,0
320133105,5,3,3,江苏省,5,4,5,5,3,4,4,2,1,6,3,3,1,1,0,1,1,0,0
320133401,7,4,4,江苏省,5,3,5,5,4,4,4,4,1,6,3,3,1,1,0,1,0,0,0
320137401,6,4,3,江苏省,3,2,5,5,4,2,4,4,6,6,3,4,1,0,0,1,0,0,0
320141105,6,3,4,江苏省,1,2,5,1,3,4,4,2,7,6,2,5,1,1,0,1,0,0,1
320141106,6,4,3,江苏省,1,3,5,3,4,4,4,4,7,6,2,5,1,0,0,1,0,0,1
320148104,6,4,3,江苏省,5,4,4,4,4,4,4,4,1,5,2,2,1,1,0,1,1,0,0
320151106,1,1,1,江苏省,3,3,4,4,2,2,4,2,1,7,3,3,1,0,0,1,0,0,1
320151107,7,4,4,江苏省,3,3,1,3,4,2,4,2,1,7,3,3,1,1,0,1,0,0,1
320154105,7,4,4,江苏省,5,5,5,1,4,4,5,3,6,5,4,3,1,1,0,1,0,0,1
320159104,7,4,4,江苏省,5,5,1,5,5,5,5,5,6,5,3,3,1,0,0,1,0,0,1
320166105,3,2,2,江苏省,4,4,5,5,2,2,4,2,6,6,3,4,1,1,0,1,0,0,1
320176105,3,3,1,江苏省,1,2,4,4,4,2,2,2,1,6,4,2,1,1,0,1,0,0,0
320176106,5,3,3,江苏省,2,3,3,3,4,2,2,4,1,6,4,2,1,1,0,1,0,0,0
320186105,3,2,2,江苏省,5,3,4,2,2,4,2,2,1,5,2,2,1,0,1,0,0,0,0
320191103,3,2,2,江苏省,1,3,4,2,4,3,1,2,1,5,5,4,1,0,1,0,0,0,0
320195107,6,4,3,江苏省,2,2,1,1,4,2,4,4,6,6,3,3,1,0,0,1,1,0,1
320195401,2,1,2,江苏省,4,5,5,4,2,2,4,2,6,6,3,3,1,1,0,1,0,0,1
320195402,3,2,2,江苏省,3,2,4,2,5,2,4,4,1,6,3,3,1,1,0,1,1,1,0
320202110,3,2,2,江苏省,4,4,4,4,2,2,4,4,7,6,2,4,1,1,0,1,0,0,0
320215105,3,3,1,江苏省,4,3,4,3,2,2,4,2,1,6,3,3,1,0,1,0,0,1,0
320218104,3,2,2,江苏省,3,3,4,3,1,2,4,2,1,5,5,3,1,0,1,0,1,0,0
320218105,3,2,2,江苏省,3,3,4,4,4,2,4,4,6,5,5,3,1,0,0,1,0,0,1
320218401,6,3,4,江苏省,4,4,4,3,2,2,2,2,6,5,5,3,1,1,0,1,0,0,1
320224105,5,3,3,江苏省,3,3,5,5,4,2,2,2,8,5,3,2,1,0,0,1,0,0,1
320251111,7,4,4,江苏省,2,4,4,3,4,4,4,2,1,5,3,1,0,1,0,1,0,0,0
320254401,7,4,4,江苏省,2,4,2,4,4,4,5,4,8,6,5,6,1,0,0,1,1,0,1
320261107,5,3,3,江苏省,4,2,1,1,2,4,4,2,8,6,3,1,1,1,0,1,0,0,1
320266105,5,3,3,江苏省,4,4,2,2,4,4,4,2,8,6,4,3,1,1,1,0,0,0,1
320328106,5,3,3,江苏省,3,4,4,2,2,4,2,4,1,6,3,2,1,0,1,0,0,0,0
320329105,5,3,3,江苏省,5,3,5,3,4,2,4,2,1,6,3,4,1,1,1,0,0,0,0
320332401,7,4,4,江苏省,5,5,5,1,4,4,4,2,6,6,4,3,1,0,0,1,0,0,1
320337105,4,2,3,江苏省,4,4,4,4,4,4,4,4,1,6,3,4,1,1,1,0,0,0,0
320337106,5,2,4,江苏省,4,4,4,3,5,4,2,2,1,6,3,4,1,1,0,1,0,0,0
320354106,4,2,3,江苏省,4,2,4,4,2,2,4,2,8,6,3,3,1,1,1,0,0,0,0
320358106,4,2,3,江苏省,3,4,4,2,2,2,3,2,8,6,3,4,1,1,0,1,0,0,1
320370401,2,1,2,江苏省,5,4,4,5,4,2,4,2,7,6,3,5,0,1,0,1,0,0,1
320374401,5,3,3,江苏省,2,4,4,2,4,3,2,1,8,6,3,4,0,1,0,1,1,1,1
320377105,6,4,3,江苏省,4,2,1,1,4,2,4,2,7,6,4,2,0,0,0,1,0,0,1
320384105,3,2,2,江苏省,4,5,5,2,2,2,4,2,8,6,5,5,1,1,1,0,0,0,1
330007103,7,4,4,浙江省,5,5,5,5,4,4,4,4,8,6,4,3,1,1,0,1,1,0,1
330009106,7,4,4,浙江省,1,2,1,1,4,2,4,4,8,6,3,2,1,1,0,1,0,0,0
330033103,5,2,4,浙江省,3,4,2,3,2,1,2,2,8,6,4,4,1,1,1,0,0,0,1
330044105,7,4,4,浙江省,1,4,5,1,4,2,5,5,1,5,4,5,1,0,0,1,0,0,0
330058104,7,4,4,浙江省,3,4,1,4,4,4,4,4,7,6,4,4,1,0,0,1,0,0,1
330064104,7,4,4,浙江省,4,4,4,1,2,2,5,2,7,6,3,4,1,1,1,0,0,1,0
330106106,7,4,4,浙江省,4,5,5,5,4,4,4,4,8,6,6,5,1,0,0,1,1,0,1
330175104,7,4,4,浙江省,2,3,4,3,4,4,4,4,1,6,3,1,0,0,1,0,0,0,0
330212104,5,3,3,浙江省,2,2,1,2,3,2,4,2,1,5,3,1,0,1,1,0,0,0,0
330227103,7,4,4,浙江省,1,3,4,3,4,2,4,2,1,5,6,4,0,0,0,1,0,0,0
330242102,3,3,1,浙江省,5,3,4,3,4,1,1,1,1,5,2,2,0,1,1,0,0,0,0
330251105,2,1,2,浙江省,3,2,4,4,2,4,2,2,1,6,3,3,0,0,1,0,0,0,0
330251106,4,2,3,浙江省,3,2,3,2,2,2,2,2,1,6,3,3,0,1,0,1,0,0,0
330268106,4,2,3,浙江省,4,4,5,5,4,4,2,2,1,6,3,3,0,1,0,1,1,0,0
330269104,2,2,1,浙江省,3,3,4,4,2,1,1,2,6,6,5,1,0,1,1,0,1,0,0
330271105,5,3,3,浙江省,5,3,5,5,4,2,4,4,6,6,6,5,0,1,0,1,0,0,1
330274105,7,4,4,浙江省,4,4,2,3,5,5,5,5,7,6,3,5,0,0,1,0,0,1,1
330274106,6,3,4,浙江省,4,1,4,1,4,4,5,5,6,6,3,5,0,1,0,1,0,0,1
330279106,1,1,1,浙江省,1,3,5,1,2,2,4,2,6,6,3,3,0,1,0,1,0,0,1
330281104,1,1,1,浙江省,4,2,4,2,2,2,2,2,1,6,3,1,0,1,1,0,0,0,0
330288551,3,2,2,浙江省,5,5,5,5,2,2,2,2,1,6,3,3,0,0,0,1,0,0,0
330305105,1,1,1,浙江省,4,2,5,5,2,2,2,2,7,6,4,2,1,0,0,1,0,1,1
330309105,3,2,2,浙江省,5,5,5,5,4,2,2,2,1,6,5,3,1,1,0,1,0,0,0
330325105,7,4,4,浙江省,1,2,2,2,4,4,4,5,6,5,3,2,1,1,0,1,0,0,1
330325106,3,2,2,浙江省,2,2,3,1,4,4,2,4,6,5,3,2,1,1,0,1,0,0,1
330330601,7,4,4,浙江省,5,5,3,5,4,4,4,2,6,5,2,3,1,0,0,1,0,0,0
330339106,7,4,4,浙江省,3,3,4,4,4,2,2,2,8,6,5,4,1,0,0,1,0,0,1
330339501,7,4,4,浙江省,3,4,4,4,2,2,2,2,8,6,5,4,1,1,0,1,0,0,1
330360103,7,4,4,浙江省,5,5,5,5,2,4,2,4,7,5,2,3,1,0,0,1,1,0,1
330387531,5,3,3,浙江省,4,4,4,4,2,3,3,2,1,6,3,3,0,1,0,1,0,0,0
340003106,3,2,2,安徽省,3,4,5,5,4,2,4,2,6,7,3,3,1,0,0,1,1,0,0
340007103,7,4,4,安徽省,4,2,5,5,4,2,5,4,7,5,3,3,1,0,0,1,1,0,1
340027521,7,4,4,安徽省,4,5,5,5,4,2,4,2,1,6,3,3,0,1,0,1,0,0,0
340048104,4,2,3,安徽省,5,4,4,4,4,4,4,4,6,6,3,2,0,0,0,1,0,0,0
340048107,3,2,2,安徽省,3,3,4,4,4,4,4,4,6,6,3,2,0,0,0,1,0,0,0
340057401,6,3,4,安徽省,5,1,4,2,4,4,4,4,1,5,3,3,0,1,0,1,0,0,0
340059103,7,4,4,安徽省,4,3,5,5,2,2,4,2,5,6,3,4,0,1,0,1,0,0,0
340068108,7,4,4,浙江省,5,3,1,4,4,2,5,5,1,1,4,3,0,0,0,1,0,0,0
340068401,1,1,1,浙江省,4,4,5,5,1,1,1,1,6,1,3,2,0,1,0,1,0,0,1
340073106,5,3,3,安徽省,5,1,5,1,4,4,4,2,6,5,3,2,1,1,0,1,0,0,1
340111104,6,3,4,安徽省,5,3,5,3,2,2,4,4,1,5,4,3,0,1,0,1,0,0,0
340127104,7,4,4,安徽省,4,3,5,5,4,4,4,4,1,6,2,2,0,1,1,0,0,0,0
340128104,2,2,1,安徽省,5,2,4,2,4,2,4,2,1,5,3,1,0,0,0,1,0,0,0
340135103,7,4,4,安徽省,4,5,5,4,4,2,2,4,6,6,2,5,1,1,0,1,0,0,1
340138103,3,2,2,安徽省,5,3,5,5,2,2,4,2,1,6,3,3,1,0,1,0,0,0,0
340138104,7,4,4,安徽省,5,4,5,5,4,5,5,4,1,6,3,3,1,0,0,1,1,0,0
340175104,3,2,2,安徽省,1,3,3,2,4,4,4,2,1,5,3,3,1,1,0,1,0,0,0
340192104,3,2,2,安徽省,4,4,4,4,4,4,4,4,1,5,2,1,0,1,1,0,0,0,0
340197103,3,2,2,安徽省,2,3,4,4,4,4,4,4,1,6,2,2,0,0,1,0,1,1,0
340200108,5,3,3,安徽省,1,1,4,1,4,4,4,2,1,5,2,3,0,0,0,1,1,0,0
340234104,4,2,3,安徽省,4,4,4,3,4,4,4,4,6,6,4,4,1,1,0,1,0,0,0
340243107,7,4,4,安徽省,4,4,2,2,4,4,4,4,6,6,3,2,1,0,0,1,0,0,0
340249105,6,3,4,安徽省,5,5,4,4,2,2,2,2,6,5,4,3,1,0,0,1,0,0,1
340256105,5,3,3,安徽省,4,4,5,4,2,2,2,4,6,6,4,2,1,1,0,1,1,0,1
340264106,6,3,4,安徽省,3,3,4,1,2,2,2,2,6,6,5,5,1,1,1,0,1,0,1
340277401,7,4,4,安徽省,2,4,4,4,2,2,4,2,1,5,3,2,1,0,0,1,0,0,0
340289401,5,3,3,安徽省,4,1,4,5,2,4,4,4,1,5,3,3,1,1,0,1,0,0,0
340309104,5,3,3,安徽省,5,3,5,4,4,4,4,4,6,5,3,3,1,1,0,1,1,0,1
340314431,4,2,3,安徽省,5,4,5,5,4,4,4,4,6,5,3,4,1,1,0,1,0,0,0
340318105,3,2,2,安徽省,4,4,4,3,2,4,4,4,1,6,3,3,1,1,0,1,0,0,0
340320105,2,1,2,安徽省,4,4,5,4,2,2,2,2,1,5,3,3,1,1,0,1,1,0,0
340328105,6,3,4,安徽省,2,4,5,4,4,2,5,4,5,6,4,3,0,0,0,1,1,0,1
340334431,4,3,2,安徽省,5,3,5,5,4,4,4,4,1,5,4,4,0,0,0,1,0,0,0
340342105,6,3,4,安徽省,4,2,5,2,2,2,4,2,5,6,3,3,1,1,0,1,1,0,0
340353104,3,2,2,安徽省,3,5,5,4,2,2,2,2,1,5,3,2,0,1,1,0,0,0,0
340354401,2,1,2,安徽省,5,1,4,1,4,4,4,4,1,5,3,3,0,1,0,1,0,0,0
340356103,6,4,3,安徽省,3,3,5,5,4,5,4,4,1,5,3,3,0,0,0,1,0,0,0
340357105,7,4,4,安徽省,5,4,4,4,2,2,2,4,1,6,4,3,0,1,0,1,0,0,0
340359104,5,4,2,安徽省,5,4,5,5,4,4,4,4,1,5,5,3,0,1,1,0,0,0,0
340360105,5,3,3,安徽省,1,3,4,3,4,2,4,2,6,6,6,5,1,0,1,0,1,0,1
340361107,3,2,2,安徽省,4,2,1,1,4,4,4,5,1,5,3,3,0,0,0,1,0,0,0
340363105,5,3,3,安徽省,5,5,4,5,2,2,4,2,1,6,6,5,0,0,0,1,0,0,0
340366103,5,3,3,安徽省,4,3,3,4,5,4,4,4,1,5,3,3,1,1,1,0,0,0,0
340371104,6,3,4,安徽省,2,4,5,5,2,2,4,2,6,5,4,3,0,1,0,1,1,0,0
350017401,3,2,2,福建省,4,1,5,4,4,4,4,4,1,5,2,2,1,1,0,1,0,0,0
350021104,7,4,4,福建省,1,1,1,1,5,3,5,5,1,6,1,1,1,1,1,0,0,1,0
350022106,1,1,1,福建省,5,1,1,1,2,2,2,2,1,5,2,3,1,1,0,1,1,0,0
350022107,5,3,3,福建省,5,1,5,5,1,1,1,1,1,5,2,3,1,1,0,1,1,0,0
350023502,4,2,3,福建省,3,1,3,1,4,2,4,3,1,5,1,3,1,0,0,1,0,0,0
350026106,2,2,1,福建省,4,5,3,3,5,5,5,5,1,6,1,1,1,0,1,0,0,1,0
350029401,5,3,3,广东省,4,3,5,5,5,4,4,4,1,6,3,2,1,1,0,1,0,0,0
350030104,4,2,3,福建省,5,4,5,5,2,4,4,4,1,6,2,3,0,1,0,1,0,0,0
350033108,5,3,3,福建省,3,4,4,4,4,4,4,4,1,6,2,2,0,1,0,1,1,1,0
350033109,7,4,4,福建省,3,4,3,4,5,4,4,5,1,6,2,2,0,0,0,1,1,1,0
350035103,5,3,3,福建省,1,1,1,1,4,4,4,4,1,5,3,2,0,0,1,0,0,1,0
350035104,5,3,3,福建省,1,1,5,1,2,2,4,4,1,5,3,2,0,1,0,1,0,0,0
350036108,6,4,3,福建省,5,4,5,5,2,4,4,2,1,5,3,3,0,0,0,1,0,0,0
350036401,7,4,4,福建省,5,4,5,5,2,2,4,2,1,5,3,3,0,0,0,1,0,0,0
350064104,3,2,2,福建省,4,1,1,1,4,4,4,4,1,5,2,1,1,0,0,1,0,0,0
350070103,5,2,4,福建省,2,3,4,4,4,2,4,4,1,6,3,2,1,0,0,1,1,0,0
350070401,7,4,4,福建省,3,3,4,4,4,2,2,2,1,6,3,2,1,0,0,1,1,0,0
350072104,3,2,2,福建省,3,4,4,3,2,2,2,2,6,6,2,3,1,1,0,1,0,0,0
350072105,4,3,2,福建省,3,4,4,3,2,4,2,4,6,6,2,3,1,0,0,1,0,0,0
350075107,3,1,3,福建省,3,5,5,2,5,4,4,4,6,5,3,3,1,1,1,0,0,0,0
350075108,6,3,4,福建省,3,4,1,4,4,4,4,4,6,5,3,3,1,1,0,1,0,0,1
350075501,5,3,3,福建省,2,5,1,4,5,4,4,4,1,5,3,3,1,1,0,1,0,0,0
350076401,7,4,4,福建省,5,4,5,5,5,2,2,2,1,5,3,1,1,0,0,1,0,0,0
350082105,4,1,4,福建省,5,4,4,4,4,4,4,4,1,6,3,1,1,1,0,1,1,0,0
350082501,3,2,2,福建省,5,5,5,5,4,4,4,2,1,6,3,1,1,1,1,0,1,0,0
350087105,3,2,2,福建省,3,2,4,4,3,4,4,4,1,6,4,3,1,1,0,1,1,0,0
350090104,4,2,3,福建省,2,2,4,3,4,4,4,4,1,5,2,1,0,1,0,1,0,0,0
350094401,5,3,3,福建省,5,1,4,4,4,4,4,4,1,6,3,3,0,1,0,1,0,0,0
350096104,6,3,4,福建省,4,4,5,4,5,5,4,4,1,5,3,2,0,1,0,1,0,0,0
350098106,5,3,3,福建省,4,4,4,4,2,2,2,2,1,6,4,4,0,1,0,1,0,0,0
350100104,5,3,3,福建省,2,5,5,4,1,1,1,2,6,6,3,3,0,1,0,1,0,0,1
350103107,6,3,4,福建省,3,4,5,5,4,4,4,3,1,5,3,3,0,1,0,1,0,0,0
350104108,3,2,2,福建省,4,1,5,1,5,5,5,5,1,5,3,2,0,0,0,1,0,0,0
350105108,7,4,4,福建省,5,4,5,4,1,4,3,2,1,5,2,1,1,1,0,1,1,0,0
350108401,4,3,2,福建省,1,3,4,3,4,2,4,4,6,6,3,2,0,0,0,1,1,0,1
350108402,5,3,3,福建省,5,3,5,1,2,1,4,4,6,6,3,2,0,0,0,1,0,0,1
350111401,6,3,4,福建省,4,4,4,4,4,4,4,4,1,5,4,4,0,0,0,1,0,0,0
350116108,3,1,3,福建省,1,2,4,3,2,2,4,2,1,5,2,3,1,1,0,1,0,0,0
350120401,7,4,4,福建省,1,3,4,4,5,5,5,5,1,5,3,2,0,0,0,1,0,0,0
350125401,5,3,3,福建省,4,4,4,4,2,2,2,2,7,6,3,4,0,1,0,1,0,0,1
350127105,3,2,2,福建省,4,4,4,2,2,2,2,2,6,6,4,3,1,1,0,1,1,0,1
350129401,7,4,4,福建省,5,4,5,5,4,2,4,4,4,6,3,3,0,1,0,1,0,0,1
350144105,4,2,3,福建省,3,2,5,3,2,2,4,2,6,5,3,2,1,0,0,1,0,0,1
350145104,4,3,2,福建省,3,4,4,1,5,5,4,4,5,5,4,4,1,0,1,0,1,1,0
350145105,1,1,1,福建省,4,4,4,3,2,2,2,2,1,6,3,4,1,1,1,0,0,0,0
350152106,6,3,4,福建省,3,4,5,2,4,2,2,4,6,6,3,4,1,1,0,1,0,0,1
350165107,7,4,4,福建省,4,3,4,4,2,2,2,2,6,6,5,5,1,0,0,1,0,0,0
350177105,7,4,4,福建省,3,4,4,4,4,4,4,4,1,5,4,3,0,0,0,1,0,0,0
350177401,6,4,3,福建省,2,3,4,4,4,4,4,4,1,5,4,3,0,0,0,1,0,0,0
350178103,1,1,1,福建省,4,4,3,3,4,3,4,3,1,5,2,2,0,1,1,0,0,0,0
350178401,7,4,4,福建省,4,4,4,4,4,4,4,4,1,5,2,2,0,1,0,1,0,1,0
350181501,5,3,3,福建省,4,3,4,4,2,2,2,4,1,5,3,3,0,1,0,1,0,0,0
350183105,2,2,1,福建省,1,3,3,1,2,2,2,2,1,5,4,3,0,0,1,0,0,0,0
350183106,5,3,3,福建省,1,1,1,1,4,2,2,2,6,5,4,3,0,1,0,1,0,0,0
350184105,3,2,2,福建省,4,4,4,2,2,4,4,2,6,6,4,3,0,1,0,1,0,0,1
350199104,3,3,1,福建省,3,1,3,3,4,4,4,4,6,5,3,2,0,0,1,0,0,0,1
350220107,5,3,3,福建省,2,2,2,2,4,4,4,4,1,5,3,3,0,0,0,1,1,1,0
354524401,5,3,3,四川省,3,3,3,5,2,2,2,2,6,6,4,5,1,1,0,1,0,0,1
360007104,5,3,3,江西省,4,2,5,2,3,2,3,3,1,6,2,2,1,0,1,0,0,0,0
360012103,5,3,3,江西省,5,5,5,5,4,2,4,4,1,6,4,4,1,1,0,1,1,0,0
360013107,5,3,3,江西省,4,3,5,4,3,2,2,4,1,6,3,3,1,1,0,1,0,0,0
360015104,6,3,4,江西省,5,3,2,3,4,4,4,4,1,5,4,2,1,0,1,0,1,0,0
360017105,2,1,2,江西省,3,1,5,1,4,3,4,4,1,6,3,3,1,1,1,0,0,0,0
360017106,5,3,3,江西省,3,2,5,2,4,4,4,4,1,6,3,3,1,1,0,1,0,0,0
360023108,4,2,3,江西省,4,3,4,4,4,2,4,2,6,5,3,2,1,1,0,1,0,0,1
360023401,3,2,2,江西省,1,4,5,4,2,2,2,2,1,6,3,3,1,1,0,1,0,0,0
360034106,4,2,3,江西省,1,5,5,5,4,4,4,4,4,5,3,1,1,0,1,0,0,0,0
360034107,7,4,4,江西省,1,5,5,5,4,4,4,4,1,5,3,1,1,1,0,1,0,0,0
360035401,3,2,2,江西省,3,2,4,4,3,4,2,2,1,6,3,3,1,0,0,1,0,0,0
360038104,5,3,3,江西省,3,4,5,5,4,3,3,4,1,5,1,3,1,1,0,1,0,0,0
360039104,6,3,4,江西省,4,4,4,3,4,2,4,2,1,5,2,3,1,1,1,0,0,0,0
360039105,5,3,3,江西省,4,3,5,3,3,2,2,4,4,5,2,3,1,1,0,1,0,0,0
360043401,4,2,3,江西省,2,5,5,5,3,2,4,4,1,5,2,2,1,1,0,1,0,0,0
360047104,1,1,1,江西省,4,5,5,4,2,4,2,2,1,5,2,1,1,1,0,1,0,0,0
360050104,4,2,3,江西省,1,4,1,3,3,2,4,2,1,5,3,3,1,0,0,1,0,0,0
360052105,2,2,1,江西省,4,4,5,1,2,2,2,2,1,5,3,2,1,1,1,0,0,0,0
360052106,3,2,2,江西省,1,2,2,3,4,4,4,4,1,5,3,2,1,0,0,1,0,0,0
360053105,6,3,4,江西省,1,1,4,1,4,4,4,4,1,5,2,1,1,1,1,0,0,0,0
360054104,5,2,4,江西省,2,2,4,2,4,2,2,4,1,5,2,1,1,1,0,1,0,0,0
360061105,3,2,2,江西省,3,2,5,1,3,2,4,4,6,6,6,6,0,0,0,1,0,0,1
360062103,3,2,2,江西省,2,4,2,2,4,4,4,4,1,5,2,2,0,0,1,0,0,0,0
360062401,6,3,4,江西省,3,4,4,4,4,4,4,4,1,5,2,2,0,1,0,1,0,0,0
360064104,3,2,2,江西省,4,5,5,1,3,2,4,2,6,5,2,2,0,0,1,0,0,0,0
360064105,1,1,1,江西省,5,5,4,4,2,2,2,2,1,5,2,2,0,1,0,1,0,0,0
360067103,7,4,4,江西省,4,2,4,1,5,4,4,5,4,5,3,1,0,0,1,0,0,0,0
360067104,7,4,4,江西省,2,1,4,5,4,5,4,4,4,5,3,1,0,1,0,1,0,0,0
360069103,5,3,3,江西省,2,2,5,5,4,4,4,4,1,5,2,1,0,0,1,0,1,0,0
360069104,3,2,2,江西省,5,5,5,5,4,4,2,2,1,5,2,1,0,1,0,1,1,1,0
360073104,1,1,1,江西省,5,3,4,1,4,3,4,2,1,5,1,1,0,1,0,1,0,0,0
360074104,5,3,3,江西省,2,2,2,2,4,4,4,2,6,6,1,2,0,1,0,1,0,0,0
360077104,2,2,1,江西省,2,4,5,1,2,2,3,2,1,5,2,2,0,1,1,0,0,0,0
360078102,5,2,4,江西省,2,3,5,1,4,2,4,4,1,5,2,3,0,0,0,1,0,0,0
360078103,2,1,2,江西省,1,1,5,2,2,2,2,2,1,5,3,1,0,1,0,1,0,0,0
360078107,5,3,3,江西省,1,3,2,2,4,4,4,4,1,5,3,1,0,0,1,0,0,0,0
360083103,4,2,3,江西省,1,3,3,1,4,3,5,4,1,6,3,1,0,0,0,1,0,0,0
360084108,3,2,2,江西省,1,4,5,3,3,3,4,3,1,5,3,4,0,0,1,0,0,0,0
360084109,1,1,1,江西省,1,1,5,1,2,2,2,2,1,6,4,2,0,0,0,1,0,0,0
360084110,7,4,4,江西省,1,3,2,1,5,4,5,5,1,5,3,4,0,0,0,1,0,0,0
360084111,7,4,4,江西省,1,5,5,1,5,4,4,4,1,6,4,2,0,1,0,1,0,0,0
360086571,5,3,3,江西省,4,4,5,5,4,4,4,4,1,5,3,4,1,0,0,1,0,0,0
360091107,1,1,1,江西省,5,2,4,1,4,2,4,4,1,5,3,1,0,1,0,1,1,0,0
360091108,1,1,1,江西省,4,1,4,5,4,2,4,4,1,5,3,1,0,1,0,1,1,0,0
360093112,5,3,3,江西省,4,4,5,2,5,4,4,3,1,5,2,1,0,0,0,1,0,0,0
