pid,Academic_performance,Chinese_score,Math_score,Province,P_StopTV,P_Discuss,P_Supervising,P_Check_homework,C_Work_hard,C_Check_homwork,C_Self_discipline,C_Focus,Extra_tutorial_fee,Household_income_total,F_Edu_level,M_Edu_level,Household_type_Urban,Gender_Male,Edu_level_Junior,Edu_level_Primary,Keyschool_Yes,Keyclass_Yes,C_Attend_extra_tourial_or_not_Yes
110020108,5,3,3,北京市,2,2,4,3,2,2,1,4,1,6,4,4,1,1,0,1,0,0,0
110026103,7,4,4,北京市,1,4,2,3,4,2,4,4,8,6,6,5,1,1,0,1,1,0,1
110071103,7,4,4,北京市,5,5,5,5,4,2,4,4,1,6,6,6,1,1,0,1,1,0,1
110108551,7,4,4,北京市,4,5,5,5,4,2,2,4,1,6,5,5,1,0,0,1,0,0,0
120001103,3,2,2,天津市,4,4,5,3,4,2,4,2,1,5,2,4,1,0,1,0,0,0,0
120007103,7,4,4,天津市,4,5,5,3,4,4,4,2,8,5,6,4,1,0,0,1,1,0,1
120012103,6,3,4,天津市,4,4,5,4,2,2,2,2,8,6,5,6,1,0,1,0,1,0,1
120018102,6,3,4,天津市,4,3,4,3,2,2,4,2,6,6,4,6,1,0,1,0,0,0,1
120029103,7,4,4,天津市,4,4,4,4,5,4,4,4,1,5,4,4,1,1,0,1,0,0,0
120032103,6,4,3,天津市,2,4,2,2,4,4,4,4,8,5,3,4,1,0,1,0,0,0,1
120039103,6,4,3,天津市,5,3,5,5,4,3,2,4,8,6,5,5,1,0,0,1,0,0,1
120063103,4,3,2,天津市,5,4,4,3,4,2,4,4,6,6,6,6,1,1,1,0,0,1,1
120072104,3,2,2,天津市,4,4,4,4,2,3,4,4,1,5,3,4,1,1,0,1,0,0,0
120078105,3,1,3,天津市,2,2,4,4,2,2,2,2,1,5,3,3,0,1,1,0,0,0,0
120081105,3,3,1,天津市,3,3,1,3,2,2,2,2,1,5,1,2,0,1,0,1,0,0,0
120082105,2,1,2,天津市,3,4,4,4,2,2,4,4,1,6,3,3,0,0,1,0,0,0,0
120082106,7,4,4,天津市,4,4,4,4,4,2,2,2,5,6,3,3,0,1,0,1,0,0,1
120088106,3,2,2,天津市,5,3,5,3,2,2,2,2,1,5,2,1,0,1,0,1,0,0,0
120093106,7,4,4,天津市,3,4,5,5,4,2,2,4,1,6,3,3,0,0,0,1,0,0,0
120096106,4,1,4,天津市,4,3,1,1,4,2,2,4,1,5,4,3,0,1,0,1,0,0,0
120100401,5,4,2,天津市,5,4,5,5,4,2,2,2,1,5,4,5,0,0,0,1,0,0,0
120101104,3,2,2,天津市,4,4,5,3,4,4,4,4,1,6,3,3,0,0,0,1,0,0,0
120104401,5,3,3,天津市,3,3,5,5,4,4,4,4,1,5,3,2,0,1,0,1,0,0,0
120108104,3,2,2,天津市,2,2,4,3,3,2,3,3,1,6,4,5,1,0,0,1,0,0,0
127689502,7,4,4,江西省,3,1,5,3,4,4,4,4,1,5,3,3,0,1,0,1,0,0,1
127689503,7,4,4,江西省,4,3,4,3,4,4,4,4,1,5,3,3,0,0,0,1,0,0,0
127889552,7,4,4,广东省,3,5,5,5,3,2,2,4,1,5,2,3,0,0,0,1,0,0,0
129938601,3,2,2,河南省,2,4,1,1,5,4,4,3,6,6,2,2,0,0,0,1,0,0,0
130001105,3,3,1,河北省,4,2,4,2,4,2,4,4,1,5,5,1,0,0,0,1,0,0,0
130005104,1,1,1,河北省,3,1,4,4,4,4,4,5,1,5,1,3,0,0,1,0,0,0,0
130017105,6,4,3,河北省,3,3,4,3,4,4,4,4,1,5,3,3,0,0,0,1,1,0,0
130022107,7,4,4,河北省,5,5,5,5,5,5,5,5,1,5,5,3,0,0,0,1,0,0,0
130027105,1,1,1,河北省,5,3,5,4,5,4,4,4,6,5,3,2,0,0,0,1,0,0,1
130027401,1,1,1,河北省,4,3,4,4,4,4,4,4,6,5,3,2,0,1,0,1,0,0,1
130029105,4,2,3,河北省,4,4,4,4,2,2,4,2,1,6,3,3,1,1,1,0,0,0,0
130029106,5,3,3,河北省,4,4,4,4,4,2,4,4,1,6,3,3,1,0,0,1,0,0,0
130030104,6,4,3,河北省,2,4,4,2,4,5,4,5,1,6,2,2,1,0,0,1,0,0,0
130032401,3,1,3,河北省,1,3,5,4,2,2,5,2,1,5,3,2,1,0,0,1,0,0,0
130036401,6,3,4,河北省,4,3,4,1,5,5,5,5,5,6,3,4,1,0,0,1,0,1,1
130037107,7,4,4,河北省,5,4,4,5,5,5,5,5,1,5,2,3,1,0,0,1,0,0,0
130042105,2,2,1,河北省,4,4,5,4,4,4,2,4,1,5,2,3,1,0,0,1,0,0,0
130042401,3,2,2,河北省,4,4,4,4,4,2,2,4,1,5,2,3,1,0,0,1,0,0,0
130045103,7,4,4,河北省,4,4,2,4,5,4,1,1,1,5,3,3,1,1,0,1,0,0,0
130046106,5,3,3,河北省,5,3,4,3,5,2,4,4,1,6,3,3,1,1,1,0,0,0,0
130046107,6,3,4,河北省,5,2,4,3,4,4,4,2,6,6,3,3,1,1,0,1,0,0,1
130057106,7,4,4,河北省,1,4,5,3,2,2,4,2,6,5,3,3,0,0,0,1,0,0,0
130058104,2,2,1,河北省,1,1,5,1,2,1,5,1,1,4,3,1,0,1,0,1,0,0,0
130065105,4,2,3,河北省,5,5,5,5,4,4,4,4,1,5,3,2,0,1,0,1,0,0,0
130065106,7,4,4,河北省,5,5,5,5,4,4,4,4,1,5,3,2,0,0,0,1,0,0,0
130070401,7,4,4,河北省,1,4,5,5,4,4,4,4,5,5,3,2,0,1,0,1,0,0,1
130072103,2,2,1,河北省,2,3,5,5,4,4,4,4,1,5,4,3,0,0,1,0,1,0,0
130072104,7,4,4,河北省,2,5,5,5,5,5,5,4,1,5,4,3,0,1,0,1,1,0,0
130073103,1,1,1,河北省,2,2,2,2,2,2,4,2,1,4,3,3,0,0,0,1,0,0,0
130073401,3,2,2,河北省,4,4,5,5,4,4,4,5,1,4,3,3,0,0,0,1,0,0,0
130074105,4,4,1,河北省,5,3,3,1,4,4,4,4,1,6,3,3,0,1,0,1,0,0,0
130074401,5,2,4,河北省,1,2,5,1,4,5,4,4,1,6,3,3,0,1,0,1,0,0,0
130075105,7,4,4,河北省,1,3,5,5,5,5,5,5,6,5,3,3,0,0,0,1,1,0,0
130077105,5,3,3,河北省,5,4,5,5,4,4,4,4,1,5,3,3,0,1,0,1,0,0,0
130080104,6,4,3,河北省,4,4,5,3,2,2,4,2,1,4,3,3,0,1,0,1,0,0,0
130093401,3,2,2,河北省,4,2,5,4,4,4,2,4,1,5,2,2,0,0,0,1,0,0,0
130095552,7,4,4,河北省,2,1,4,1,4,4,4,4,7,5,4,2,0,1,0,1,1,1,1
130100105,6,3,4,河北省,5,4,4,4,4,2,4,4,1,5,3,2,0,1,0,1,0,1,0
130101103,7,4,4,河北省,4,3,4,4,4,2,2,4,1,5,4,3,0,0,0,1,0,0,0
130102103,3,2,2,河北省,1,4,1,1,4,4,4,4,1,4,2,1,0,1,1,0,1,1,0
130103105,4,3,2,河北省,4,4,4,4,4,4,4,4,1,5,3,3,0,0,1,0,0,0,0
130103401,3,2,2,河北省,4,4,4,5,2,2,2,2,1,5,3,3,0,1,0,1,0,0,0
130104106,5,2,4,河北省,4,3,1,1,4,3,4,4,1,5,3,1,0,1,1,0,0,0,0
130109401,5,4,2,河北省,3,4,5,4,4,4,5,4,1,5,2,2,0,0,0,1,0,0,0
130134501,5,3,3,河北省,4,3,4,4,5,4,5,4,6,6,4,3,1,1,0,1,1,0,0
130140103,7,4,4,河北省,4,5,5,1,5,2,5,5,1,6,6,5,1,1,1,0,1,0,0
130154105,5,3,3,河北省,4,4,4,4,5,4,4,4,6,5,3,3,0,1,0,1,0,0,1
130172103,3,2,2,河北省,4,3,4,1,2,2,5,3,1,5,4,1,0,1,0,1,0,0,0
130190104,1,1,1,河北省,5,4,4,4,2,2,2,2,6,6,4,5,1,0,0,1,0,0,0
130190105,4,4,1,河北省,4,4,4,4,2,2,2,2,6,6,4,5,1,0,0,1,1,0,1
130204104,7,4,4,河北省,4,3,5,1,2,2,2,4,6,5,4,5,1,1,0,1,1,0,1
130207105,7,4,4,河北省,4,4,4,4,4,2,2,2,1,6,6,5,1,0,0,1,1,0,0
130207106,2,2,1,河北省,5,4,4,4,2,2,2,2,7,6,4,3,1,0,0,1,0,0,0
130211106,7,4,4,河北省,2,3,1,4,4,2,5,4,1,6,4,4,1,1,0,1,0,0,0
130211113,7,4,4,河北省,4,4,4,3,2,2,4,4,6,5,5,4,1,0,0,1,0,0,1
130211401,7,4,4,河北省,4,4,3,4,4,4,4,4,1,6,4,3,1,0,0,1,1,0,0
130213105,6,4,3,河北省,4,4,4,4,4,4,4,4,1,6,4,4,1,0,0,1,1,0,0
130226104,6,4,3,河北省,4,4,4,4,4,4,4,4,1,5,4,4,1,1,0,1,1,0,1
130227401,7,4,4,河北省,3,4,4,5,4,4,2,2,1,6,4,4,1,1,0,1,0,0,0
130228103,6,3,4,河北省,4,4,1,2,4,2,5,4,8,5,5,5,1,1,1,0,1,0,0
130255105,7,4,4,河北省,4,4,5,5,5,4,4,4,8,6,3,6,1,1,0,1,0,0,1
130277105,7,4,4,河北省,4,4,4,4,4,4,4,4,1,6,3,6,1,0,0,1,1,0,1
130280105,7,4,4,河北省,2,4,4,4,4,4,4,4,1,5,2,3,1,0,1,0,1,0,0
130288601,7,4,4,河北省,3,4,4,4,4,4,4,4,1,5,4,3,0,0,0,1,1,0,0
130289103,2,2,1,河北省,4,3,4,4,2,2,2,2,1,5,3,3,0,0,1,0,1,0,0
130289104,6,4,3,河北省,4,4,4,4,2,2,4,2,1,5,3,3,0,0,1,0,1,0,0
130292401,5,3,3,河北省,3,4,4,5,4,4,4,4,1,5,3,3,0,0,0,1,1,0,0
130293103,5,3,3,河北省,3,4,4,3,4,4,2,2,5,5,2,2,1,0,1,0,0,1,1
130295103,5,3,3,河北省,5,3,4,4,4,4,4,2,6,5,4,4,1,0,0,1,1,0,1
130298401,4,2,3,河北省,4,3,4,4,4,2,4,2,1,5,3,3,1,0,0,1,1,0,0
130305105,7,4,4,河北省,1,4,4,4,4,4,4,4,1,5,2,2,1,0,0,1,1,0,0
130310105,3,2,2,河北省,4,4,4,4,4,4,4,4,6,5,3,3,1,0,0,1,0,0,0
130320103,3,2,2,河北省,4,4,4,3,2,2,2,4,1,5,3,3,1,1,0,1,1,0,0
130323105,6,3,4,河北省,4,4,4,4,4,4,4,4,1,5,2,3,1,1,0,1,0,0,0
130324401,3,2,2,河北省,4,4,4,4,4,2,4,2,6,5,3,6,1,1,0,1,1,0,0
130332104,3,2,2,河北省,2,1,3,3,4,2,4,4,1,5,3,3,0,0,0,1,0,0,0
130332401,3,2,2,河北省,1,2,2,2,4,2,4,4,1,5,3,3,0,0,0,1,0,0,0
130333106,6,4,3,河北省,4,4,4,5,4,2,4,2,1,5,3,3,1,1,0,1,0,0,0
130381103,5,3,3,河北省,4,3,5,4,4,4,4,4,1,6,3,3,1,0,0,1,0,1,0
130381104,7,4,4,河北省,4,3,4,4,4,4,4,2,1,6,3,3,1,1,0,1,0,0,0
130385106,5,2,4,河北省,1,3,3,1,4,4,4,4,1,6,2,3,0,0,0,1,1,1,0
130389104,4,2,3,河北省,5,4,5,5,5,4,5,4,1,5,3,2,0,0,1,0,0,0,0
130393107,5,3,3,河北省,4,4,4,2,5,5,5,5,1,5,3,2,0,1,0,1,1,0,0
130396106,6,3,4,河北省,5,2,5,5,2,2,2,2,8,6,3,5,0,0,0,1,0,0,1
130398105,5,3,3,河北省,3,2,1,1,5,5,5,4,1,5,3,3,0,0,1,0,1,1,0
130398106,7,4,4,河北省,4,1,4,1,5,5,5,5,1,5,3,3,0,1,0,1,0,0,0
130410103,3,2,2,河北省,3,2,4,1,4,2,4,4,1,5,2,4,0,0,0,1,0,0,0
130417105,3,1,3,河北省,4,3,4,4,2,2,2,4,1,6,3,2,0,1,0,1,0,0,0
130423104,3,1,3,河北省,5,4,5,5,2,2,4,2,1,5,3,3,1,1,0,1,0,0,0
130425104,4,3,2,河北省,4,3,4,4,4,4,4,4,1,5,3,3,1,0,1,0,0,0,0
130425401,7,4,4,河北省,5,3,4,4,4,4,4,4,6,5,3,3,1,0,0,1,0,0,0
130426105,5,3,3,河北省,3,4,4,4,3,2,4,4,1,5,3,2,0,1,1,0,0,0,0
130430105,3,2,2,河北省,3,4,4,2,4,4,4,4,1,5,1,1,0,1,0,1,1,0,0
130433105,1,1,1,河北省,4,3,4,4,2,2,2,2,1,5,2,3,0,1,1,0,1,0,0
130443105,5,3,3,河北省,4,4,4,4,4,4,4,3,1,5,3,4,0,0,0,1,0,0,0
130443401,4,3,2,河北省,4,4,4,3,4,4,4,4,6,5,2,3,0,0,0,1,0,0,0
130451104,1,1,1,河北省,3,3,4,4,4,5,5,5,1,5,2,2,0,0,0,1,1,0,0
130452104,3,2,2,河北省,2,4,4,4,4,2,4,2,1,5,2,2,0,1,1,0,0,0,0
130453103,3,3,1,河北省,4,2,4,1,4,2,2,4,1,5,3,3,0,0,1,0,0,0,0
130453104,5,3,3,河北省,4,2,4,2,4,2,2,2,1,5,3,3,0,0,0,1,0,0,0
130457401,7,4,4,河北省,4,4,3,4,4,4,4,4,1,6,4,3,0,0,0,1,0,0,0
130459103,3,2,2,河北省,4,3,4,4,4,4,4,2,1,5,2,2,0,1,0,0,0,0,0
130462105,6,4,3,河北省,1,4,4,2,4,4,4,4,1,5,4,2,0,0,0,0,0,0,0
130462531,6,3,4,河北省,3,4,3,1,4,2,4,4,1,5,4,2,0,1,0,1,0,0,0
130472105,3,2,2,河北省,4,3,4,4,4,1,1,1,1,5,3,3,1,1,0,1,0,0,0
130474621,3,2,2,河北省,3,3,3,2,4,4,2,4,6,5,2,2,1,1,0,1,0,0,1
130475107,2,2,1,河北省,5,4,4,4,4,2,2,4,1,5,4,2,1,1,1,0,0,0,0
130479104,3,2,2,河北省,2,2,2,4,4,4,4,4,1,5,3,4,1,0,0,1,0,0,0
130480103,6,4,3,河北省,1,4,5,4,5,5,5,4,1,5,3,4,1,1,1,0,1,1,0
130486104,3,2,2,河北省,2,2,2,2,4,2,4,4,1,5,2,1,1,1,0,1,1,1,0
130489105,6,4,3,河北省,4,4,4,3,4,4,4,4,1,6,5,4,1,1,1,0,0,1,0
130489106,7,4,4,河北省,4,3,4,3,4,4,4,4,1,6,5,4,1,0,0,1,0,0,0
130490107,3,2,2,河北省,4,2,2,1,4,4,2,4,6,6,3,3,1,0,0,1,0,1,1
130491104,3,2,2,河北省,2,5,5,1,2,2,4,2,1,4,3,1,1,1,0,1,0,0,0
130499104,5,3,3,河北省,4,4,5,1,2,2,4,2,6,5,3,3,0,1,1,0,0,0,0
130500103,5,3,3,安徽省,4,4,4,4,2,2,2,2,6,5,5,3,1,1,0,1,0,0,1
130505103,7,4,4,河北省,1,2,4,1,5,4,4,5,1,5,4,4,0,1,0,1,0,0,0
130510106,7,4,4,河北省,4,3,4,3,4,2,4,4,1,5,3,3,0,1,0,1,0,0,0
130512105,3,2,2,河北省,4,4,4,4,4,4,4,4,1,5,1,1,0,1,0,1,0,0,0
130517104,4,2,3,河北省,2,2,4,2,4,5,4,5,1,5,3,3,0,0,1,0,1,1,0
130518103,3,3,1,河北省,2,4,4,2,4,4,4,4,1,5,4,3,0,1,1,0,0,0,0
130518104,7,4,4,河北省,4,4,4,2,4,4,4,4,1,5,4,3,0,1,0,1,1,1,1
130523103,7,4,4,河北省,3,3,4,1,4,4,4,4,1,5,4,3,1,0,1,0,1,0,0
130527104,3,2,2,河北省,5,5,4,4,5,2,2,5,1,5,3,3,1,1,0,1,0,0,0
130532521,5,2,4,河北省,4,4,4,4,2,2,2,4,6,6,3,3,1,1,0,1,0,0,0
130534103,3,2,2,河北省,3,4,4,5,4,4,2,2,1,5,3,3,1,0,0,1,0,0,0
130543551,2,1,2,河北省,4,4,4,4,4,5,4,3,1,5,2,2,1,0,0,1,0,1,0
130545104,5,3,3,河北省,3,3,3,1,4,2,4,4,1,5,3,1,1,1,1,0,0,0,0
130546103,5,2,4,河北省,4,4,3,4,2,2,2,2,1,5,3,3,1,1,0,1,0,0,0
130547401,7,4,4,河北省,5,5,5,5,5,5,5,5,1,5,3,4,1,0,0,1,1,1,0
130547411,5,3,3,河北省,3,4,5,5,4,4,2,3,1,5,3,2,1,0,0,1,1,0,0
130555106,5,4,2,河北省,2,3,4,4,5,5,5,5,1,6,3,2,0,0,0,1,1,0,0
130563103,5,3,3,河北省,4,4,4,4,4,4,4,4,1,5,2,2,0,0,1,0,1,1,0
130563104,1,1,1,河北省,4,4,4,4,2,2,2,2,1,5,2,2,0,1,0,1,1,0,0
130568105,3,2,2,河北省,4,1,4,4,4,4,4,4,1,5,1,1,0,1,0,1,0,0,0
130575103,3,2,2,河北省,4,4,4,4,4,4,4,4,1,5,3,3,0,1,1,0,0,0,0
130588106,7,4,4,河北省,4,3,4,3,4,4,4,4,1,6,3,3,0,0,0,1,0,0,0
130602104,6,3,4,河北省,4,4,4,3,4,2,4,2,1,6,5,3,1,1,0,0,1,0,0
130622104,3,3,1,河北省,5,4,5,1,5,5,5,4,1,6,2,1,0,0,1,0,1,0,0
130633105,7,4,4,河北省,2,5,5,3,4,4,4,4,1,4,3,2,0,1,0,1,0,0,0
130635106,7,4,4,河北省,5,1,5,5,4,4,4,4,6,6,3,4,1,1,0,1,0,0,1
130635401,7,4,4,河北省,2,1,5,1,4,4,4,4,1,6,3,3,0,1,0,1,0,0,1
130636105,3,2,2,河北省,4,4,4,1,4,4,4,4,1,5,3,1,0,1,1,0,0,1,0
130656104,6,4,3,河北省,3,3,3,4,4,4,4,4,6,5,2,3,1,0,0,1,0,0,1
130662104,5,3,3,河北省,4,3,5,5,2,2,4,2,1,5,3,2,1,0,0,1,1,0,0
130672104,3,2,2,河北省,5,4,4,4,4,4,4,4,1,5,2,3,1,0,0,0,0,0,0
130673104,7,4,4,河北省,4,5,5,1,4,2,4,4,6,5,3,3,1,1,1,0,0,1,0
130676104,4,3,2,河北省,4,3,4,3,4,5,4,5,6,5,2,2,1,1,1,0,1,0,1
130693104,1,1,1,河北省,2,4,4,3,4,2,4,4,1,5,2,2,0,1,0,1,0,0,0
130697105,5,3,3,河北省,5,3,4,5,2,1,2,2,6,6,2,4,0,0,1,0,1,0,1
130705104,3,2,2,河北省,3,4,4,4,4,2,4,2,1,5,2,3,0,0,0,1,0,0,0
130719104,4,3,2,河北省,5,3,3,3,2,2,2,2,1,6,2,3,0,1,1,0,0,0,0
130727105,3,2,2,河北省,4,4,5,1,4,2,4,4,1,5,4,3,1,0,1,0,0,0,0
130733104,5,3,3,河北省,5,5,2,3,4,2,4,4,6,5,4,4,1,0,0,1,0,0,1
130735401,3,2,2,河北省,4,4,4,4,4,4,4,4,1,5,4,3,1,0,0,1,0,0,0
130746105,5,3,3,河北省,4,4,4,5,4,2,2,2,8,6,7,5,1,1,0,1,0,0,1
130750401,3,2,2,河北省,3,3,3,3,1,1,4,4,6,5,4,5,1,0,0,1,0,0,1
130783103,5,3,3,河北省,2,4,4,4,4,3,4,3,6,5,3,3,1,1,0,1,1,0,1
130788401,7,4,4,河北省,2,4,5,4,4,2,4,4,1,5,1,3,1,0,0,1,0,0,0
130799105,4,2,3,河北省,3,3,4,1,4,4,4,4,1,5,1,2,1,0,1,0,0,1,0
130810105,6,4,3,河北省,4,3,4,4,4,4,5,5,6,5,4,3,0,0,0,1,0,0,1
130810106,7,4,4,河北省,4,2,4,4,4,4,4,4,6,5,4,3,0,1,0,1,0,0,1
130815104,5,3,3,河北省,4,3,4,3,2,2,4,2,4,5,4,4,1,1,1,0,0,0,1
130816104,3,2,2,河北省,3,4,4,4,4,4,5,5,1,5,2,2,0,1,0,1,0,0,0
130816401,6,3,4,内蒙古自治区,4,5,5,5,4,2,2,2,1,5,3,3,1,1,0,1,0,0,0
130822104,5,3,3,河北省,4,3,4,2,4,5,5,5,1,5,4,3,0,0,1,0,0,0,0
130823104,6,4,3,河北省,3,4,4,2,4,4,4,4,1,5,4,2,0,0,0,1,0,0,0
130841103,3,2,2,河北省,4,4,4,3,4,4,4,5,1,5,3,1,0,0,1,0,0,0,0
130844104,5,3,3,河北省,1,3,4,4,4,4,2,2,1,5,3,3,0,1,0,1,0,0,0
130846103,4,2,3,河北省,4,4,4,4,4,4,4,4,1,4,3,3,0,0,0,1,0,0,0
130846401,4,2,3,河北省,3,4,4,4,4,4,4,4,1,4,3,3,0,1,0,1,0,0,0
130851571,7,4,4,辽宁省,4,2,2,1,4,4,4,2,4,6,6,5,1,1,0,1,1,0,0
130858105,7,4,4,河北省,4,3,4,5,4,4,4,4,6,5,4,3,1,0,0,1,0,0,1
130863104,7,4,4,河北省,4,4,4,3,4,4,4,4,1,5,3,3,0,1,0,1,0,0,0
130865105,2,2,1,河北省,4,3,5,3,3,4,2,4,1,5,3,1,1,1,1,0,0,0,0
130872105,5,2,4,河北省,3,2,3,2,4,4,4,4,1,5,3,3,0,0,0,1,0,0,0
130873105,5,4,2,河北省,4,4,5,4,4,4,2,2,1,5,3,1,1,0,0,1,1,0,0
130875105,6,3,4,河北省,1,1,4,1,4,4,4,4,1,5,4,5,0,0,1,0,1,1,0
130875106,1,1,1,河北省,2,4,4,1,4,4,4,4,1,5,3,3,0,1,1,0,0,0,0
130876551,7,4,4,天津市,4,3,3,4,5,5,5,5,6,5,4,3,1,0,0,1,1,0,1
130877105,2,1,2,河北省,5,2,2,2,2,2,4,4,6,5,3,3,0,0,0,1,0,0,1
130877106,4,2,3,河北省,4,2,2,2,4,2,4,4,6,5,3,3,0,0,1,0,0,0,1
130878105,3,3,1,河北省,5,3,4,1,4,2,2,2,6,5,2,3,0,0,0,1,0,0,1
130880105,4,4,1,河北省,1,3,4,4,4,4,4,4,1,5,2,3,1,0,0,1,1,1,0
130881106,4,2,3,河北省,1,2,1,1,2,2,4,2,5,5,4,3,0,1,0,1,0,0,0
130887106,2,2,1,河北省,3,4,3,4,2,2,2,2,7,6,3,3,1,0,0,1,0,0,1
130892105,7,4,4,河北省,1,1,2,2,4,4,4,4,1,5,3,3,0,0,0,1,0,0,0
130892401,5,3,3,河北省,1,1,1,1,4,2,2,2,1,5,3,3,0,0,0,1,0,0,0
130893106,6,3,4,河北省,1,3,4,5,4,2,4,4,1,6,4,3,0,1,0,1,0,0,0
130893401,4,2,3,河北省,3,3,5,5,2,2,2,4,1,6,4,3,0,0,0,1,0,0,0
130894401,5,3,3,河北省,1,4,1,4,4,4,4,4,1,6,3,4,0,1,0,1,0,0,0
130897104,3,2,2,河北省,3,4,4,5,4,5,4,5,1,5,2,2,0,0,1,0,0,1,0
130898103,1,1,1,河北省,3,4,4,4,4,4,4,4,1,5,3,3,0,1,1,0,0,0,0
130898104,3,2,2,河北省,4,4,4,4,4,4,4,4,1,5,3,3,0,0,0,1,0,0,0
130899104,2,2,1,河北省,1,2,5,5,4,4,4,2,1,5,3,2,0,1,0,1,0,0,0
130900106,5,3,3,河北省,4,3,4,4,4,2,5,4,1,5,3,3,0,1,0,1,1,0,0
130901106,4,2,3,河北省,5,4,5,5,4,4,2,2,1,6,2,4,0,1,0,1,0,0,0
130906401,4,3,2,河北省,4,5,5,5,4,2,2,2,1,5,3,3,0,0,0,1,0,0,0
130911105,4,3,2,河北省,2,2,4,4,2,2,4,2,1,6,3,4,1,1,1,0,0,0,0
130911106,6,3,4,河北省,4,2,5,5,4,2,4,4,6,6,3,4,1,0,0,1,0,0,0
130914106,4,3,2,河北省,4,3,4,4,5,5,5,5,1,6,3,3,0,0,0,1,0,0,0
130914401,5,3,3,河北省,4,3,4,4,4,4,4,4,1,6,3,3,0,0,0,1,0,0,0
130918104,7,4,4,河北省,4,4,5,5,4,4,4,4,6,6,4,3,1,0,0,1,0,0,0
130920104,4,4,1,河北省,4,4,5,3,2,2,4,4,1,6,3,3,0,0,1,0,0,0,0
130926103,3,3,1,河北省,4,4,5,4,5,4,2,2,1,5,2,3,0,0,1,0,0,0,0
130928105,2,1,2,河北省,4,4,4,4,5,2,2,2,1,6,3,3,0,1,1,0,0,1,0
130933402,7,4,4,河北省,5,5,5,5,5,4,5,5,1,5,2,3,0,0,0,1,1,1,0
130937104,3,2,2,河北省,2,2,5,2,5,4,5,5,1,5,3,2,0,0,0,1,0,0,0
130939401,1,1,1,河北省,4,1,4,4,2,2,5,4,6,5,2,3,0,1,0,1,0,0,1
131160401,5,3,3,安徽省,2,4,4,4,2,4,4,4,6,6,6,6,1,1,0,1,1,0,0
131269552,6,3,4,贵州省,4,4,4,4,2,4,2,4,1,5,3,3,0,0,0,1,1,1,0
134723411,7,4,4,河北省,4,4,4,4,4,2,4,4,1,5,4,3,1,0,0,1,1,0,0
135165502,3,2,2,四川省,4,2,4,2,2,2,4,2,1,6,4,3,1,0,0,1,0,0,0
135379502,7,4,4,浙江省,2,4,5,5,4,4,4,2,1,5,3,3,0,1,0,1,0,0,0
139751505,3,2,2,河北省,4,3,5,5,2,4,4,4,1,5,3,3,1,0,0,1,0,0,0
140006103,5,3,3,山西省,3,3,4,3,2,2,2,2,6,6,3,3,0,1,0,1,0,0,1
140007107,3,2,2,山西省,4,4,5,5,2,4,2,2,1,6,5,4,1,1,1,0,1,0,0
140007108,4,3,2,山西省,5,4,5,4,4,4,4,4,1,6,5,4,1,1,0,1,1,0,0
140010401,3,2,2,山西省,4,4,5,4,5,4,4,5,6,5,3,3,0,1,0,1,0,0,1
140013105,7,4,4,山西省,4,4,4,4,4,2,4,4,6,6,4,3,0,0,0,1,1,0,1
140013401,5,2,4,山西省,5,3,4,3,4,4,4,4,4,5,4,3,0,0,0,1,0,0,1
140015106,5,3,3,山西省,4,4,4,4,4,4,4,4,1,5,3,3,0,1,0,1,0,0,0
140018105,5,2,4,山西省,3,3,3,3,4,4,4,4,1,5,4,5,0,1,0,1,0,0,0
140031105,3,2,2,山西省,4,3,3,4,4,2,4,4,1,5,4,4,1,1,1,0,0,0,0
140039104,3,2,2,山西省,4,3,4,2,4,2,2,2,6,5,4,3,1,0,1,0,0,0,1
140045103,7,4,4,山西省,5,4,4,2,5,4,4,4,6,6,6,6,1,0,1,0,0,0,1
140047105,2,2,1,山西省,5,4,4,2,2,2,4,4,1,5,3,3,1,1,1,0,1,0,0
140049103,6,3,4,山西省,3,4,5,4,4,2,4,2,5,5,5,4,1,1,0,1,1,0,0
140056103,3,2,2,山西省,4,4,4,4,4,4,4,2,1,5,5,4,1,1,0,0,0,0,0
140065431,7,4,4,山西省,5,5,5,5,5,4,4,4,1,5,4,3,0,1,0,1,1,0,0
140083105,4,2,3,山西省,5,4,1,1,1,1,1,4,1,4,4,1,0,1,0,1,0,0,0
140084107,4,4,1,山西省,3,2,4,4,4,4,4,4,6,6,2,3,0,0,0,1,1,0,1
140086401,7,4,4,山西省,4,4,5,5,5,5,5,5,1,5,3,3,0,1,0,1,0,0,0
140088105,3,2,2,山西省,5,5,5,4,4,4,4,4,1,5,3,3,0,0,0,1,0,0,0
140088401,3,2,2,山西省,4,3,4,3,4,4,4,4,1,5,3,3,0,1,0,1,0,0,0
140105401,5,3,3,山西省,4,4,5,4,4,4,4,4,6,5,3,3,1,1,0,1,0,0,0
140114103,4,4,1,山西省,1,4,4,2,4,3,2,4,1,5,3,2,0,0,0,0,0,0,0
140148106,7,4,4,山西省,4,3,1,1,5,5,5,5,1,5,2,3,0,0,0,1,0,1,0
140149401,5,4,2,山西省,1,5,4,4,4,4,5,4,1,5,4,3,0,0,0,1,1,0,0
140150108,6,3,4,山西省,2,3,1,1,5,5,4,4,1,5,3,3,0,1,1,0,1,0,0
140150109,3,2,2,山西省,2,2,4,3,4,4,4,4,1,5,2,2,0,0,0,1,0,0,0
